id,sales
3000888,0.4173820567501795
3000889,-3.376127698142972
3000890,2.930330438146017
3000891,848.9126302672278
3000892,-3.98942118092942
3000893,173.34169434008368
3000894,6.070126662157316
3000895,157.01468330635228
3000896,349.03262116799283
3000897,16.283383285037715
3000898,39.47290921943147
3000899,40.50469076295482
3000900,950.8735077373619
3000901,7.475495437167007
3000902,-2.789866589177435
3000903,12.584008243291951
3000904,21.238301191389766
3000905,-3.3231905106581046
3000906,96.27433975882462
3000907,5.106441815176345
3000908,16.61679827300742
3000909,14.167741123980704
3000910,56.263735128212225
3000911,1.0080010329957005
3000912,147.79878318652922
3000913,85.63631335119621
3000914,0.5899494013056019
3000915,2.137876895453706
3000916,136.25788836238405
3000917,35.668161488774004
3000918,2162.1317614139225
3000919,62.95934366508671
3000920,8.75048009471695
3000921,11.283474990073756
3000922,6.577332372050194
3000923,9.989765088959809
3000924,1063.675392079123
3000925,6.220343868588088
3000926,59.29822173227632
3000927,12.985873402070972
3000928,667.3062571737688
3000929,293.4470556958791
3000930,194.78002173104954
3000931,51.34823780714186
3000932,1.9026071805741829
3000933,2319.9424417743903
3000934,7.729953332450915
3000935,6.578757677608073
3000936,17.6538841690919
3000937,14.573513313757156
3000938,7.523828061732328
3000939,134.3218477582647
3000940,10.548263077011136
3000941,32.20140656417375
3000942,3.6968356784596317
3000943,11.636987223331568
3000944,8.234657696595505
3000945,131.7016654122534
3000946,112.66861624900764
3000947,8.199886715552323
3000948,11.108677556667988
3000949,97.7510965467697
3000950,19.00086194924195
3000951,2481.9140234216256
3000952,68.98409596291035
3000953,8.070514644179912
3000954,13.954685586200753
3000955,16.621368591204522
3000956,8.263852503241617
3000957,2779.925508314243
3000958,16.28621541489085
3000959,374.58692130154554
3000960,14.796463561967911
3000961,1278.606315998116
3000962,513.4283016493489
3000963,259.2977753261065
3000964,70.68919534207059
3000965,87.34044233785691
3000966,3626.435163588885
3000967,15.767124051204773
3000968,8.18550588654091
3000969,16.030532681463846
3000970,36.86124287437378
3000971,17.18001685733319
3000972,171.81405907826132
3000973,13.246711532807502
3000974,0.572343194161899
3000975,22.606789365528442
3000976,37.900405843610685
3000977,9.137128702602626
3000978,402.2239882957338
3000979,392.5224335093385
3000980,9.702001596249238
3000981,8.178005295681658
3000982,255.02342833704816
3000983,74.44598286439218
3000984,2644.646768594723
3000985,32.923376448952865
3000986,20.249039199228214
3000987,9.332167037830382
3000988,4.469332746066783
3000989,0.10055962769502802
3000990,1455.6706797689096
3000991,4.60256955769867
3000992,70.51907949818404
3000993,11.647938189506771
3000994,597.5984549277731
3000995,290.47689313800345
3000996,146.36407514234565
3000997,46.80541119070811
3000998,-22.20228758657452
3000999,2422.8444029035545
3001000,5.916807530548829
3001001,5.054387719255287
3001002,6.820537281979359
3001003,8.33879854596045
3001004,4.433013706406889
3001005,127.54472181005579
3001006,8.432876823653977
3001007,20.529322224851843
3001008,-4.339453128625685
3001009,13.920520707377298
3001010,6.529167882305766
3001011,102.92285766803704
3001012,111.93155011906906
3001013,6.297826441952958
3001014,8.919518398486101
3001015,61.686733378687926
3001016,17.64601133322587
